"time","trans_flag","des_cont_state_fl","des_cont_state_fr","des_cont_state_rl","des_cont_state_rr","cont_state_fl","cont_state_fr","cont_state_rl","cont_state_rr","vel_cmd_x","vel_cmd_y","vel_cmd_yaw","base_vel_x","base_vel_y","base_vel_z","base_vel_roll","base_vel_pitch","base_vel_yaw","gait_id","base","CoT","musculoskeletal","foot_force","MWE","WEXT","stability","FL_stride_t","FR_stride_t","RL_stride_t","RR_stride_t"
0.009999999999991,0,1,1,1,1,1,1,1,1,0,0,0,-0.021170131362993,-0.015188375678251,-0.005812856442634,-0.000828217482194,-0.020023662596941,0.010563084855676,0,0.009384318379384,0,0.015191169507576,36.09,4.65949877333008,6.71021728336926,0,0,0,0,0
0.019999999999982,0,1,1,1,1,1,1,1,1,0,0,0,-0.000363455295845,-0.009020578644895,-0.001936623109535,-0.007531481277608,-0.002595177051188,0.003189494783278,0,0.032375394250714,0,0.075187192762665,180.669933133565,0.006157432649433,33.5450562928072,0,0,0,0,0
0.029999999999973,0,1,1,1,1,1,1,1,1,0,0,0,0.016047043134286,-0.005735580662983,-0.002607089455933,-0.004675726253022,0.005645105092025,-0.000311385959035,0,0.020375033425155,0,0.074396651573715,181.334581969343,0.001729923271736,33.5439314837769,0,0,0,0,0
0.039999999999964,0,1,1,1,1,1,1,1,1,0,0,0,0.010792362081683,-0.003497248288579,0.014791179221402,0.014234091687913,0.0063736747886,0.001372468492998,0,0.017868176843209,0,0.108273523763778,181.096811106148,0.026668827368704,33.5512217477763,0,0,0,0,0
0.049999999999955,0,1,1,1,1,1,1,1,1,0,0,0,-0.007207070202052,0.004930381081904,0.055845532594184,0.098617427085816,0.100911811000677,-0.004512005844657,0,0.011196402449424,0,0.151399599710183,195.56408152939,0.088940760588597,33.6279314570188,0,0,0,0,0
0.057999999999993,0,1,1,1,1,1,1,1,1,0,0,0,-0.018339259887786,0.003540867223339,0.049913504808826,0.08709869085526,0.157629312494886,0.002811964330062,0,0.026804079224952,0,0.133131510645661,217.383578900106,0.11711567681699,33.7352871739924,0,0,0,0,0
0.069999999999993,0,1,1,1,1,1,1,1,1,0,0,0,0.005268921906797,-0.003331254515104,0.057986328881121,0.039387191931263,0.113738755271166,0.018683473181556,0,0.024501769196791,0,0.136211493075721,201.800142899207,0.100949439879693,33.8399461676068,0,0,0,0,0
0.077999999999975,0,1,1,1,1,1,1,1,1,0,0,0,0.019529023573111,-0.005127021916572,0.065260362526969,0.027234626672712,0.059614755133095,0.030759876278347,0,0.044380098136539,0,0.145376321572283,193.892601908192,0.051590317560057,33.9179036620222,0,0,0,0,0
0.089999999999975,0,1,1,1,1,1,1,1,1,0,0,0,0.028157212690574,-0.005764503151544,0.059946814268256,0.027266995067728,0.009571775927001,0.025062583293959,0,0.058858781168561,0,0.134288697372373,190.823494296614,0.046187744262453,33.9725063001697,0,0,0,0,0
0.099999999999966,0,1,1,1,1,1,1,1,1,0,0,0,0.025343423807786,-0.004325110361277,0.049598225778338,-0.082211301534987,0.019768372231928,-0.006033966918815,0,0.045122797877508,0,0.127825182717234,178.735946333285,0.046596668578895,34.0119314743855,0,0,0,0,0
0.109999999999957,0,1,1,1,1,1,1,1,1,0,0,0,0.02761818043533,0.000639054649454,0.04307448361675,-0.033476850924117,0.062321584183964,-0.034681914925464,0,0.05284629120587,0,0.127598182213591,175.575346949574,0.035510285959802,34.0578873709038,0,0,0,0,0
0.120000000000005,0,1,1,1,1,1,1,1,1,0,0,0,0.032349768444496,0.002363527129804,0.040552612659005,0.036773884847016,0.082018900494607,-0.050543894270545,0,0.077525147529817,0,0.128855962809388,179.204779803196,0.03324302785394,34.1106434944338,0,0,0,0,0
0.127999999999986,0,1,1,1,1,1,1,1,1,0,0,0,0.040014593524998,0.002035679034508,0.04149460082562,0.036513978253423,0.095269127889749,-0.057421909003379,0,0.092294452047054,0,0.131360042198182,181.851125296022,0.041069335648002,34.1645901803617,0,0,0,0,0
0.139999999999986,0,1,1,1,1,1,1,1,1,0,0,0,0.045073255796037,-0.000572690197661,0.039620592464643,0.011543166481602,0.110290563341621,-0.061696670257771,0,0.106550303812893,0,0.132499324564707,182.668299025925,0.040114617651303,34.2239830916577,0,0,0,0,0
0.149999999999977,0,1,1,1,1,1,1,1,1,0,0,0,0.050227587471669,-0.000837741401632,0.036901951310452,0.008691978970621,0.111284784366056,-0.02648330725309,0,0.089524599077392,0,0.131873594891882,181.438211247992,0.053438133524495,34.2517630809469,0,0,0,0,0
0.159999999999968,0,1,1,1,1,1,1,1,1,0,0,0,0.055473932834771,0.000144073531279,0.033197087724264,-0.012171710500765,0.108150834573268,-0.0036931227825,0,0.064334266018478,0,0.132167520021262,177.823258408879,0.039701287978598,34.2849830793943,0,0,0,0,0
0.169999999999959,0,1,1,1,1,1,1,1,1,0,0,0,0.059053666232319,0.001594523849517,0.029252851451837,-0.023573970393983,0.107616085963875,0.020991660996327,0,0.069251069363253,0,0.128193269965845,178.274745464147,0.026204263950399,34.3216091904894,0,0,0,0,0
0.177999999999997,0,1,1,1,1,1,1,1,1,0,0,0,0.059285300356565,0.0034908314736,0.022941199877761,0.021470300111678,0.097430923065354,0.012736477788643,0,0.081931657826643,0,0.12718585798839,175.331259469702,0.025744645022357,34.3521370877097,0,0,0,0,0
0.189999999999998,0,1,1,1,1,1,1,1,1,0,0,0,0.057872353816273,0.003521313536665,0.018843387385299,0.022886683765778,0.08401041125999,0.001881828408959,0,0.066310928193135,0,0.127845372177346,173.247069623352,0.02242544648597,34.3703564823616,0,0,0,0,0
