time,trans_flag,des_cont_state_fl,des_cont_state_fr,des_cont_state_rl,des_cont_state_rr,cont_state_fl,cont_state_fr,cont_state_rl,cont_state_rr,vel_cmd_x,vel_cmd_y,vel_cmd_yaw,acc_cmd_x,acc_cmd_y,acc_cmd_yaw,base_pos_x,base_pos_y,base_pos_z,base_ang_roll,base_ang_pitch,base_ang_yaw,FL_foot_pos_x,FL_foot_pos_y,FL_foot_pos_z,FR_foot_pos_x,FR_foot_pos_y,FR_foot_pos_z,RL_foot_pos_x,RL_foot_pos_y,RL_foot_pos_z,RR_foot_pos_x,RR_foot_pos_y,RR_foot_pos_z,base_vel_x,base_vel_y,base_vel_z,base_vel_roll,base_vel_pitch,base_vel_yaw,x_vel_err,y_vel_err,z_vel_err,roll_vel_err,pitch_vel_err,yaw_vel_err,cmd_err,cont_err,terr_freq,terr_height,failed,gait_id,base,CoT,musculoskeletal,foot_force,MWE,stability,FL_stride_t,FR_stride_t,RL_stride_t,RR_stride_t
0.01,0.0,1,1,1,1,1,1,1,0,0.006283178692509316,0.0,0.005026527078818862,0.6283178692509316,0.0,0.5026527078818862,-5.353695407061664e-05,-1.2357315079385898e-05,0.3098983593034267,-0.0005245425446332605,0.0003460223793612105,7.659585225101605e-05,0.18297357960902208,0.132050174118711,0.01733162818181902,0.18298011486788804,-0.13204977557774183,0.01733158862204881,-0.18301253637775197,0.1320474278146213,0.017331577945511156,-0.18300759092475796,-0.1320524032033618,0.01733156268769337,-0.012882987980085423,-0.0030779732501728216,-0.02544806360588238,-0.11995637494878741,0.07812017916866387,0.02257622017398905,0.01916616667259474,0.0030779732501728216,0.02544806360588238,0.11995637494878741,0.07812017916866387,0.01754969309517019,0.03979383301793775,85.0,3,0.3,0,13,0.018735382575207772,6.95689465793081,0.030192560552530036,37.66025780073028,0.017948102480663045,85.0,0,0,0,0
0.02,0.0,1,1,1,1,1,1,1,1,0.014137091596022201,0.0,0.011309492449657768,0.7853912903512885,0.0,0.6282965370838907,-0.00023096585111968043,-1.6319890583599252e-05,0.3094812552468274,-0.0004646462627289458,0.0012873010006284602,0.00011731341176058438,0.1829162867996298,0.1320499485878216,0.017339803748847527,0.18292073200637302,-0.13204996605290786,0.01733979564488533,-0.18304570985009624,0.1320478331094522,0.01733951759720123,-0.1830424415379234,-0.13205188649810162,0.017339514864509686,-0.021791553289638065,0.0008270272579557666,-0.05880282540637177,0.03346763785946489,0.09807125758366408,-0.01643056344599799,0.03592864488566026,0.0008270272579557666,0.05880282540637177,0.03346763785946489,0.09807125758366408,0.027740055895655757,0.06449572803927178,0.0,3,0.3,0,13,0.04409957478940183,6.4038411448980765,0.034766927362761456,33.205618954935105,0.0663414052895586,0.0,0.0,0.0,0.0,0.01
0.03,0.0,1,1,1,1,1,1,1,1,0.02199086497214841,0.0,0.01759201134109972,0.7853773376126207,0.0,0.628251889144195,-0.0004880910262091633,-3.5358468410891145e-05,0.308785802118118,-0.00140544850131131,0.002324963172843919,7.486970012724225e-05,0.182830538909723,0.13204823213581537,0.01734839550558731,0.1828426223848619,-0.13205162010765123,0.017348229543489357,-0.18310433194329526,0.13204570279443179,0.01734764578731779,-0.1830937212503007,-0.13205384389254868,0.017347566910016154,-0.02954718721382967,-0.0040921869642920085,-0.07883998788679127,-0.16860303179570701,0.11678095010030178,0.01628592911496163,0.05153805218597808,0.0040921869642920085,0.07883998788679127,0.16860303179570701,0.11678095010030178,0.0013060822261380875,0.056936321376408174,0.0,3,0.3,0,13,0.0635206165442555,7.010574256505384,0.040862607957891164,61.04419958552397,0.0991435191738321,0.0,0,0,0,0
0.04,0.0,1,1,1,1,1,1,1,1,0.02984442130731541,0.0,0.023873835730056265,0.7853556335166999,0.0,0.6281824388956546,-0.0008090332176687208,-6.805330824473126e-05,0.30792115843386114,-0.0022744802290014894,0.003425433054735194,0.00018368496169824048,0.18273128808198832,0.13204708631610568,0.017357198960577636,0.18274872193503586,-0.13205268362768838,0.0173569210227886,-0.18317614014471728,0.13204252449603396,0.01735590484626523,-0.18316136426147256,-0.13205686174077805,0.017355771620947202,-0.034293107106787214,-0.003115262553498861,-0.09406960812085716,-0.05499484217213178,0.10424648113814748,0.00393786424521637,0.06413752841410263,0.003115262553498861,0.09406960812085716,0.05499484217213178,0.10424648113814748,0.019935971484839894,0.08718876245244139,0.0,3,0.3,0,13,0.0735148271241034,6.388317211863358,0.03967068969652003,42.55939633359065,0.11456593167031451,0.0,0,0,0,0
0.05,0.0,1,1,1,1,1,1,1,1,0.03769768309009279,0.0,0.030154717620856746,0.7853261782777381,0.0,0.628088189080048,-0.0011706419126770436,-0.00010227365247217524,0.30691754138858124,-0.002587957491347887,0.004309896104045974,0.00032847989969021047,0.1826247761636001,0.13204712140362063,0.017366099776071536,0.18264592171839233,-0.13205257760850198,0.017365776814885436,-0.18326031827632686,0.13203819234727635,0.01736431645828862,-0.1832443710883078,-0.13206104719763187,0.017364193650877435,-0.03733239111283508,-0.002350350418478833,-0.10423214361490375,0.04129623141763896,0.08026115660770607,0.025390620629674038,0.07503007420292787,0.002350350418478833,0.10423214361490375,0.04129623141763896,0.08026115660770607,0.004764096991182708,0.08214452161258942,0.0,3,0.3,0,13,0.08450169215315169,6.93738572730623,0.044103743832685754,67.21961885174717,0.12608266803375373,0.0,0,0,0,0
0.06,0.0,1,1,1,1,1,1,1,1,0.04555057281195724,0.0,0.036434409055038704,0.7852889721864452,0.0,0.6279691434181958,-0.0015692777630088909,-0.0001352483786203909,0.30585617332778015,-0.002326211554297787,0.005222591934716636,0.000548040633012135,0.18251176017818307,0.13204754397697996,0.01737506962931029,0.1825360986510541,-0.1320520598264682,0.017374742446925023,-0.183347964676786,0.1320329883650327,0.017372735002906814,-0.18333212223811582,-0.13206612508579407,0.017372663665461308,-0.04161005971166022,-0.003934594723471261,-0.10650975736419785,-0.01872790033556986,0.10448116947796678,0.027352423114132322,0.08716063252361747,0.003934594723471261,0.10650975736419785,0.01872790033556986,0.10448116947796678,0.009081985940906381,0.1001772131879951,0.0,3,0.3,0,13,0.09693145692026447,7.716855006346327,0.04496309332067365,47.0399849665484,0.12609365566687097,0.0,0,0,0,0
0.07,0.0,1,1,1,1,1,1,1,1,0.05340301296805755,0.0,0.04271266212113687,0.7852440156100309,0.0,0.6278253066098166,-0.0020042450336815996,-0.00016882789781015188,0.30479559709316123,-0.0022755062513916823,0.006329396700772483,0.0008409685629243622,0.18239413613559724,0.13204862687192212,0.01738408506209671,0.1824244780163698,-0.13205087906487925,0.017383695799039145,-0.18343600775736835,0.1320273434082596,0.017381111245016873,-0.18341809219999142,-0.13207163091513613,0.01738104962408407,-0.0431064872925936,-0.003468989867562363,-0.10578595238194655,-0.04792607099577639,0.10829177723923422,0.021651358441968,0.09650950026065115,0.003468989867562363,0.10578595238194655,0.04792607099577639,0.10829177723923422,0.02106130367916887,0.12103979380738239,0.0,3,0.3,0,13,0.10756509924015945,9.95019427643694,0.045992998674007954,75.02838978501866,0.12046731702090162,0.0,0,0,0,0
0.08,0.0,1,1,1,1,1,1,1,1,0.06125492605797953,0.0,0.048989228964470284,0.7851913089921981,0.0,0.6276566843333414,-0.0024381224821183553,-0.00021832406289112044,0.30376654149059135,-0.003054010863662877,0.007478257791981191,0.0011889439962356647,0.18227617278601674,0.13205054468908292,0.017393066585517175,0.18231900875077914,-0.1320488374941764,0.017392474779377776,-0.1835223793183923,0.13201894921038917,0.017389447660963897,-0.18349805933826158,-0.13207985037937842,0.017389326820415635,-0.04177645057930362,-0.003919861117122897,-0.09966675128000937,0.010855777247946709,0.11474977265017805,0.06030364631088101,0.10303137663728315,0.003919861117122897,0.09966675128000937,0.010855777247946709,0.11474977265017805,0.011314417346410727,0.11826565510081677,0.0,3,0.3,0,13,0.11750854470742496,14.505679810890323,0.05211229077980273,51.75654354791798,0.10974570937314779,0.0,0,0,0,0
0.09,0.0,1,1,1,1,1,1,1,1,0.06910623458651093,0.0,0.055263861796927174,0.7851308528531393,0.0,0.627463283245689,-0.002844225387432035,-0.00023233552382792143,0.30280252258011797,-0.002006916877472127,0.008485979319876602,0.001772957542769904,0.18217074877736206,0.13205670853063445,0.0174017610304259,0.18221991254610184,-0.13204259178435293,0.017401179014552265,-0.1836011651328999,0.13201147550757486,0.01739760516512992,-0.18357851878974774,-0.13208724729437113,0.01739758526125096,-0.0368820805648337,-0.0009593674367129105,-0.0955548025029128,0.08802750184837424,0.07920749833670067,0.04538250394736001,0.10598831515134463,0.0009593674367129105,0.0955548025029128,0.08802750184837424,0.07920749833670067,0.009881357849567167,0.11682904043762471,0.0,3,0.3,0,13,0.1162107291184685,16.350781020271043,0.05212377734503365,76.50316776910432,0.10078303175921129,0.0,0,0,0,0
0.1,0.0,1,1,1,1,1,1,1,1,0.07695686106440629,0.0,0.06153631290674721,0.7850626477895362,0.0,0.6272451109820033,-0.0031925536702807054,-0.000273214179017648,0.30187234920871686,-0.0024138163460473714,0.009030800935648786,0.0023020554169917574,0.18207178729607632,0.13206103820948323,0.017410277548346315,0.1821370652439655,-0.13203814921729695,0.017409526823678106,-0.18368361380392811,0.13200124181618594,0.01740585644822709,-0.18365327942640897,-0.1320973746530868,0.017405815614891768,-0.032238883710578446,-0.0037726370849570055,-0.0908746195091964,-0.012051471011860191,0.05345309315882586,0.07406080381479858,0.10919574477498473,0.0037726370849570055,0.0908746195091964,0.012051471011860191,0.05345309315882586,0.012524490908051376,0.12549287276799312,0.0,3,0.3,0,13,0.12110237681332683,17.427433015744917,0.05277947505076695,52.2318437173534,0.09827807699773339,0.0,0,0,0,0
0.11,0.0,1,1,1,1,1,1,1,1,0.08480672800915168,0.0,0.06780633466830074,0.784986694474539,0.0,0.6270021761553536,-0.0035098896784274245,-0.0003074021480606049,0.3010100148910453,-0.002609667063550502,0.00958161907543098,0.003009637711654104,0.18197886892039897,0.13206692701937403,0.017418662211943353,0.18206218714376907,-0.13203216521211436,0.01741774452532477,-0.1837593583808966,0.13199051696633063,0.017413985044152175,-0.18372056813911705,-0.13210802013474485,0.01741392972494757,-0.0281075644457303,-0.004509436358636289,-0.08357806644542543,-0.10693722814784799,0.042787465858407356,0.05758772110996505,0.11291429245488198,0.004509436358636289,0.08357806644542543,0.10693722814784799,0.042787465858407356,0.010218613558335692,0.12764234237185396,0.0,3,0.3,0,13,0.1254330559167718,18.764702387085222,0.052471014742944674,79.09803560078919,0.08830723088052421,0.0,0,0,0,0
0.12,0.0,1,1,1,1,1,1,1,1,0.09265575794572947,0.0,0.0740736795518646,0.7849029936577795,0.0,0.6267344883563855,-0.003767580135769044,-0.000349627011552115,0.3002028390930025,-0.0031796092201286817,0.010074953456004732,0.0037023175954652454,0.18189357677312076,0.1320733529932652,0.017426921934067308,0.1819949787164168,-0.132025640468736,0.017425850929034065,-0.18382656952642176,0.131978901256391,0.01742201055376355,-0.1837801510468131,-0.13211954830388392,0.017421956919198484,-0.022147923156973146,-0.0029833746523909898,-0.07705904065201213,0.0532079715898309,0.062259498448981376,0.07799136084761996,0.11480368110270261,0.0029833746523909898,0.07705904065201213,0.0532079715898309,0.062259498448981376,0.003917681295755357,0.12170473705084896,0.0,3,0.3,0,13,0.12146366738244133,21.067353079094183,0.054007997043090096,52.289925889912716,0.08380088137342839,0.0,0,0,0,0
0.13,0.0,1,1,1,1,1,1,1,1,0.10050387340738298,0.0,0.08033810013339421,0.784811546165351,0.0,0.6264420581529608,-0.003940128011184645,-0.0003943165477010549,0.29943561862147083,-0.0028544729201439873,0.010545629928581102,0.004433671681806533,0.18182015461411907,0.13207915697144018,0.017435038847333384,0.18193677219356516,-0.13201974413593853,0.01743391425584817,-0.1838861334750778,0.13196677162355358,0.01742993364450887,-0.18383483239331436,-0.1321317140275401,0.01742995628057953,-0.009137592051621202,-0.004827568798329997,-0.07755090233810977,-0.038267294652664346,0.017044396973977728,0.07089140892116315,0.10964146545900419,0.004827568798329997,0.07755090233810977,0.038267294652664346,0.017044396973977728,0.00944669121223106,0.12391572546956524,0.0,3,0.3,0,13,0.12302524770588981,24.620248495688365,0.058312342606103094,73.70574962208833,0.08322303349516771,0.0,0,0,0,0
0.14,0.0,1,1,1,1,1,1,1,1,0.10835099693638103,0.0,0.08659934910429141,0.7847123528998051,0.0,0.6261248970897206,-0.003967866858683134,-0.00043342558321115497,0.29863221736292106,-0.0027420763500064552,0.010605879989208145,0.005154295752860046,0.18175834064231192,0.13208530070672364,0.017443068641075116,0.18189036652471433,-0.13201351887277085,0.01744192591549318,-0.18394323394204898,0.13195506578010863,0.017437911041120052,-0.18388655964438488,-0.13214345854353643,0.01743806745455806,0.004732304018516334,-0.004266367635604872,-0.08152366091959386,-0.0056196966404044695,-0.006988923227883808,0.06616420757932273,0.1036186929178647,0.004266367635604872,0.08152366091959386,0.0056196966404044695,0.006988923227883808,0.020435141524968684,0.12832020207843825,0.0,3,0.3,0,13,0.1218774372598724,24.25543892069478,0.05882613047619425,48.98737928515679,0.09200011589253651,0.0,0,0,0,0
0.15,0.0,1,1,1,1,1,1,1,1,0.11619705108478236,0.0,0.09285717928116781,0.7846054148401324,0.0,0.6257830176876394,-0.0038666545937877167,-0.0004892882596838118,0.2978278498818026,-0.002184772229021647,0.010536800790651446,0.005951842797161837,0.18170772366986024,0.1320918064266679,0.01745103812206883,0.18185369686758396,-0.13200694085448442,0.017449971158280675,-0.1839909280532606,0.1319404196000817,0.017445827248807555,-0.18393216947586263,-0.1321582240148247,0.017446254955239854,0.017678428288124833,-0.00559604517726437,-0.08028754768308273,0.12398705738727298,-0.013458882700426309,0.09338391848788936,0.09851862279665752,0.00559604517726437,0.08028754768308273,0.12398705738727298,0.013458882700426309,0.0005267392067215548,0.10464140718064344,0.0,3,0.3,0,13,0.11450404108197568,26.51370752582789,0.05990807855875341,75.98585998137813,0.09009815732648421,0.0,0,0,0,0
0.16,0.0,0,0,0,0,1,1,1,1,0.12404195841520015,0.0,0.09911134361560314,0.7844907330417789,0.0,0.6254164334435333,-0.0034214956493102107,-0.000580937497697166,0.29777583873591085,0.0008815526474159294,0.010449392477974273,0.007146224903488106,0.181772200556576,0.1321008936880136,0.017459276849992933,0.17685469947255625,-0.1303570985453315,0.017483939199770038,-0.18391951466671425,0.13191747892955805,0.017453897019431314,-0.18387373587654227,-0.13218166008465512,0.017454300553426616,0.08182322705244788,-0.014861270244638694,0.11939013423681302,0.4425695216543566,-0.010336243972138837,0.1608079576629516,0.04221873136275227,0.014861270244638694,0.11939013423681302,0.4425695216543566,0.010336243972138837,0.06169661404734847,0.11877661565473943,100.0,3,0.3,0,13,0.1113882371786828,537.6752923069162,0.19286574632145884,165.83207807907124,0.17690606744761167,100.0,0,0,0,0
0.17,0.0,0,0,0,0,1,1,1,1,0.13188564150156615,0.0,0.10536159520389834,0.7843683086366001,0.0,0.6250251588295203,-0.0021519933147084343,-0.0007416369711923345,0.30061975085477033,0.0005437748337749236,0.009419669238152073,0.008636665192684643,0.18208210802027272,0.13210667943880075,0.01747509451057433,0.16894775591339156,-0.12580034171833787,0.018711779423884245,-0.18499560714874394,0.13198631379939144,0.017738812800799975,-0.18356735199941226,-0.1322035303729644,0.01746965291287214,0.16575437475139834,-0.015621298236770926,0.41447566524519674,-0.8830587199939894,-0.2557890447123561,0.08334383651752736,0.033868733249832195,0.015621298236770926,0.41447566524519674,0.8830587199939894,0.2557890447123561,0.022017758686370986,0.07150779017297411,100.0,3,0.3,0,13,0.08360060168333606,1149.2653747347888,0.2742852906097304,282.6511968447895,0.770055240584018,100.0,0,0,0,0
0.18,0.0,0,0,0,0,1,0,0,1,0.1397280229298949,0.0,0.11160768729682284,0.7842381428328743,0.0,0.6246092092924496,-0.00024380228124542766,-0.0008154738483135081,0.30439954933135804,-0.006853426813660826,0.0039198212186175585,0.009092046998485696,0.1824761630090963,0.13203738362243284,0.017515467913164467,0.1715963771537417,-0.12323956162177628,0.030116839705797233,-0.18880730895699246,0.13253692363467126,0.02897826447725349,-0.18450818454543907,-0.13244784187641967,0.018989623577052334,0.18976706372429558,-0.006955638505831142,0.32525093816619943,0.013733193942645511,-0.750950382240031,0.07042993343465154,0.05003904079440069,0.006955638505831142,0.32525093816619943,0.013733193942645511,0.750950382240031,0.041177753862171304,0.09817243316240314,60.0,3,0.3,0,13,0.1308538613152233,305.37060489202497,0.1470933197524116,34.24112438275368,0.5006067708528004,60.0,0,0,0,0
0.19,0.0,0,0,0,0,0,0,0,0,0.1475690252990478,0.0,0.11784937330935583,0.7841002369152916,0.0,0.6241686012532984,0.0016988509230301625,-0.000812403152852454,0.3067086106944153,-0.005764441414432002,-0.002311156035579076,0.00968838565267491,0.18629960649141583,0.13129019142753687,0.03417524523779564,0.1787115684665499,-0.123904693514158,0.04594640805704797,-0.19109788574365408,0.13484663475648026,0.04090342048751011,-0.18067550472854524,-0.13338557138423157,0.03137915201831959,0.1994733710096263,-0.0014287304322559771,0.1293866584723199,-0.011713284620751977,-0.4350299368921718,0.052325333606887625,0.0519043457105785,0.0014287304322559771,0.1293866584723199,0.011713284620751977,0.4350299368921718,0.0655240397024682,0.11885711584530267,15.0,3,0.3,0,13,0.11430346301081429,213.3220565983097,0.08106370289675853,0.0,0.7125141102079398,15.0,0,0,0,0
0.2,0.0,0,0,0,0,0,0,0,0,0.15540857122149707,0.0,0.124086406830421,0.7839545922449259,0.0,0.623703352106518,0.0036821330489445574,-0.0007992255236581532,0.3071232029560476,-0.0067130360194526525,-0.005413592323316507,0.01061932256551304,0.19326134349027485,0.13315749895817275,0.06397137459720094,0.18561406936131775,-0.1276260654891215,0.06971934184921806,-0.1878752817758318,0.13646307446364953,0.05898215286452321,-0.173635376653941,-0.1329300755364798,0.051367518192323464,0.1935977016746923,-0.0012693055186152144,-0.03197734742232705,-0.12242072406232538,-0.2415402782521402,0.12480945929039472,0.03818913045319525,0.0012693055186152144,0.03197734742232705,0.12242072406232538,0.2415402782521402,0.0007230524599737137,0.04018148843178417,0.0,3,0.3,0,13,0.06991797454676808,164.4311435265801,0.060638446649160606,0.0,0.8441180900565479,0.0,0,0,0,0
0.21,0.0,0,0,0,0,0,0,0,0,0.16324658332408937,0.0,0.1303185416326145,0.7838012102592301,0.0,0.6232134802193492,0.005575904441366069,-0.0007989650955234918,0.3064984398195993,-0.0062699903790445636,-0.008167139815457025,0.011812415178995379,0.19839463893247195,0.13763894903443114,0.08675857584232285,0.18965526117943143,-0.13250831888907647,0.08748167416515078,-0.18320145004707988,0.13840900158239566,0.07425822210029434,-0.16805584495578738,-0.1338589563771807,0.07000700305906205,0.18542255110358313,-0.0010020198952574418,-0.08545306108681966,0.3157119521157145,-0.29877804012893194,0.11200856464897728,0.022175967779493766,0.0010020198952574418,0.08545306108681966,0.3157119521157145,0.29877804012893194,0.01830997698363722,0.04148796465838843,0.0,3,0.3,0,13,0.04149121599099812,11.43950518615012,0.041806172154147135,0.0,1.6317688300930115,0.0,0,0,0,0
0.22,0.0,0,0,0,0,0,0,0,0,0.17108298424880955,0.0,0.1365455316819254,0.7836400924720183,0.0,0.6226990049310904,0.007410336344560521,-0.0007970148652103692,0.30545963329782205,-0.0029293186765124817,-0.011421949182885749,0.013057523888285768,0.20157118306849156,0.14206505024659,0.09905646230269244,0.19069651621733993,-0.135823084057047,0.09605688673669711,-0.1776227241038726,0.1392791116029757,0.08449177535330149,-0.16595777185819297,-0.13542887636380818,0.08121384474607643,0.17881201959458992,-0.0016476060759852509,-0.12673291895972114,0.35273881539369667,-0.36380740629099817,0.11384602881966441,0.007729035345780372,0.0016476060759852509,0.12673291895972114,0.35273881539369667,0.36380740629099817,0.022699502862260995,0.032076144284026616,0.0,3,0.3,0,13,0.026320496407807446,5.553409880585033,0.04232598171441478,0.0,0.8527257368759141,0.0,0,0,0,0
0.23,0.0,0,0,0,0,0,0,0,0,0.17891769665354415,0.0,0.1427671311474489,0.7834712404734601,0.0,0.6221599465523503,0.009188823662834142,-0.000793636790278453,0.30402490862325776,0.0007482820026799799,-0.015175839989389761,0.014033945269427752,0.20237555928772524,0.14538554538070306,0.10219876655286173,0.1916625160820652,-0.13718943558638944,0.09744355456390703,-0.17250071133200845,0.13916880099880685,0.08945565282691538,-0.16559649139997934,-0.13700562606295116,0.08557224558796703,0.17382417927957425,-0.002110895973925657,-0.1644457294756857,0.4514707697640757,-0.36486690751787515,0.08952026329190392,0.0050935173739699025,0.002110895973925657,0.1644457294756857,0.4514707697640757,0.36486690751787515,0.053246867855544985,0.060451281203440545,0.0,3,0.3,0,13,0.050537269473887605,3.632184873614732,0.04639116479779773,0.0,0.19297567814998767,0.0,0,0,0,0
0.24,0.0,0,0,0,0,0,0,0,0,0.18675064321284485,0.0,0.1489830944110912,0.7832946559300696,0.0,0.6215963263642293,0.010926030897087463,-0.0007992133051196568,0.3021680589672078,0.004144438660044689,-0.01857888643578587,0.014844731645475546,0.20248412249563574,0.14701634246075487,0.10038575321356066,0.19262322876322535,-0.13611315719452505,0.09388700161245972,-0.1682612271824365,0.13791705593990625,0.08862136538277994,-0.16597050266111885,-0.1377429671375875,0.08446889371726483,0.1669057982824374,-0.004708063382583135,-0.2162285944084813,0.25818305284748205,-0.3125722072085106,0.07661906537085841,0.019844844930407446,0.004708063382583135,0.2162285944084813,0.25818305284748205,0.3125722072085106,0.07236402904023279,0.09691693735322336,0.0,3,0.3,0,13,0.08348629344342759,5.265924796766648,0.034904439037447575,0.0,0.3537282923237976,0.0,0,0,0,0
0.25,0.0,0,0,0,0,0,0,0,0,0.19458174661869126,0.0,0.15519317607726604,0.7831103405846418,0.0,0.6210081666174844,0.012568778648954448,-0.0008139572551895456,0.29978030493944446,0.006720020024054347,-0.02085201422084082,0.015677838226183034,0.20445666433816712,0.14712780193425945,0.09560189755181613,0.19253857275086173,-0.13331111284488809,0.08582160132316644,-0.1646641549631055,0.13675017718471438,0.08203426010119738,-0.1651850529642627,-0.13843442795237548,0.07827479083903524,0.14999659089620274,-0.006203322842606181,-0.26638994725214243,0.29347043164126696,-0.10949438762240388,0.09735353841499483,0.04458515572248853,0.006203322842606181,0.26638994725214243,0.29347043164126696,0.10949438762240388,0.05783963766227121,0.10862811622736593,0.0,3,0.3,0,13,0.10530173369927423,21.411459298976034,0.0330291484199036,0.0,0.7585418700666151,0.0,0,0,0,0
