time,trans_flag,des_cont_state_fl,des_cont_state_fr,des_cont_state_rl,des_cont_state_rr,cont_state_fl,cont_state_fr,cont_state_rl,cont_state_rr,vel_cmd_x,vel_cmd_y,vel_cmd_yaw,acc_cmd_x,acc_cmd_y,acc_cmd_yaw,base_pos_x,base_pos_y,base_pos_z,base_ang_roll,base_ang_pitch,base_ang_yaw,FL_foot_pos_x,FL_foot_pos_y,FL_foot_pos_z,FR_foot_pos_x,FR_foot_pos_y,FR_foot_pos_z,RL_foot_pos_x,RL_foot_pos_y,RL_foot_pos_z,RR_foot_pos_x,RR_foot_pos_y,RR_foot_pos_z,base_vel_x,base_vel_y,base_vel_z,base_vel_roll,base_vel_pitch,base_vel_yaw,x_vel_err,y_vel_err,z_vel_err,roll_vel_err,pitch_vel_err,yaw_vel_err,cmd_err,cont_err,terr_freq,terr_height,failed,gait_id,base,CoT,musculoskeletal,foot_force,MWE,stability,FL_stride_t,FR_stride_t,RL_stride_t,RR_stride_t
0.01,0.0,1,1,1,1,1,1,1,1,0.006283178692509316,0.0,0.005026527078818862,0.6283178692509316,0.0,0.5026527078818862,-4.6919647341797275e-05,-2.862911054074843e-05,0.30990006558367705,-0.0014106259580140197,0.00038987027688275333,4.5925174424899124e-05,0.18297088715901288,0.13204815667226893,0.017331773459133143,0.18296360569376716,-0.13202689143881735,0.017393456973468197,-0.18301441681532352,0.13204679433571156,0.01733169506340873,-0.18300303783555052,-0.13205312090508703,0.017331678797843586,-0.01104434601856263,-0.005236040719247447,-0.025084585632738125,-0.275602295428993,0.08413187495980531,0.009633329515492107,0.017327524711071948,0.005236040719247447,0.025084585632738125,0.275602295428993,0.08413187495980531,0.0046068024366732446,0.027170367866992638,70.0,3,0.3,0,13,0.0153867689046647,6.91402966293214,0.0313833093642107,63.53752213321734,0.018624115781084343,70.0,0,0,0,0
0.02,0.0,1,1,1,1,1,1,1,1,0.014137091596022201,0.0,0.011309492449657768,0.7853912903512885,0.0,0.6282965370838907,-0.00021373064074469607,6.533728535989792e-06,0.3094795498344585,-0.00014999743591851872,0.0012612561872105132,3.936711074494818e-05,0.1829213705066763,0.13205231142292817,0.017340002429959644,0.1828812836810243,-0.13198551843007372,0.0175012752011047,-0.1830784185994119,0.13200055924236878,0.017339767385187832,-0.1830446706466151,-0.1320478011509549,0.017339844091748213,-0.02256735479540424,0.013307753272132334,-0.05621942419195285,0.43509193397346063,0.09008672719379747,-0.013594546688650446,0.03670444639142644,0.013307753272132334,0.05621942419195285,0.43509193397346063,0.09008672719379747,0.024904039138308215,0.07491623880186699,0.0,3,0.3,0,13,0.04846252573356148,8.801206692523689,0.04058135776565751,72.72640705413512,0.06745189913027051,0.0,0,0,0,0
0.03,0.0,1,1,1,1,1,1,1,1,0.02199086497214841,0.0,0.01759201134109972,0.7853773376126207,0.0,0.628251889144195,-0.00047883627158246106,0.00013252911896406602,0.30881802317621676,0.001039716257399268,0.0022350489369296067,-8.976476286160543e-05,0.1828416023919677,0.13205839057040164,0.017348613009520536,0.1827922014644039,-0.131932664569979,0.017649653697996842,-0.1831346079539416,0.13200903577453818,0.01734802372424679,-0.18309617441224826,-0.13203929310940238,0.017348055637744858,-0.029159117813384174,0.00801281282998136,-0.07359154963491417,-0.2899352044441379,0.09401509316970766,-0.0063687508745831345,0.05114998278553258,0.00801281282998136,0.07359154963491417,0.2899352044441379,0.09401509316970766,0.023960762215682854,0.08312355783119679,0.0,3,0.3,0,13,0.08527903029326268,7.97787934776931,0.040379913277811014,91.54341861937549,0.08881442254796132,0.0,0,0,0,0
0.04,0.0,1,1,1,1,1,1,1,1,0.02984442130731541,0.0,0.023873835730056265,0.7853556335166999,0.0,0.6281824388956546,-0.0007903737435184829,0.00018268859272465305,0.3080124825144271,-0.0024057485077949386,0.0031480181176797295,4.433057279058863e-05,0.18273793243167938,0.1320626108683977,0.01735766086503046,0.18270376457531118,-0.13188091645942193,0.01779726820086458,-0.1832144121355693,0.13200950428840874,0.01735658325467576,-0.1831500726753842,-0.1320386449182819,0.01735624852126577,-0.031888738186418575,0.0011793081832546996,-0.08828631515171632,-0.3885194815461792,0.08965344601280285,0.016497271316483767,0.06173315949373398,0.0011793081832546996,0.08828631515171632,0.3885194815461792,0.08965344601280285,0.007376564413572498,0.07028903209056117,0.0,3,0.3,0,13,0.06820353699713752,7.802535720292366,0.04092767646166058,91.4886937172899,0.10709016595511053,0.0,0,0,0,0
0.05,0.0,1,1,1,1,1,1,1,1,0.03769768309009279,0.0,0.030154717620856746,0.7853261782777381,0.0,0.628088189080048,-0.0011154157865786198,0.0001703806816331096,0.3070872266222935,-0.005293373234533081,0.003935929980224184,0.0001623118332978744,0.18263342147592918,0.13206311054375203,0.017366716635316054,0.18260935073923973,-0.13183163445700746,0.017944998316281602,-0.18329880817014813,0.13200667342707026,0.01736520357986307,-0.18321779437232577,-0.1320412910769376,0.01736458420738385,-0.03356368303298256,-0.001285334217250667,-0.0937872027710659,-0.15434317770233388,0.08130186494439223,0.02429199124122267,0.07126136612307535,0.001285334217250667,0.0937872027710659,0.15434317770233388,0.08130186494439223,0.005862726379634076,0.07840942671996008,0.0,3,0.3,0,13,0.08279849204333903,9.488478814572604,0.044789197358193936,106.56651093474663,0.10892131071137859,0.0,0,0,0,0
0.06,0.0,1,1,1,1,1,1,1,1,0.04555057281195724,0.0,0.036434409055038704,0.7852889721864452,0.0,0.6279691434181958,-0.0014504606677414092,0.00012110844435986755,0.306117799529659,-0.006869008011133883,0.0047554693966458395,0.00044946299924262167,0.18252654815613384,0.1320621599644114,0.017375743128641652,0.18251177527458012,-0.13178341155175172,0.0180925174788433,-0.18338328239606502,0.13199895209633403,0.017373779585277443,-0.18329054335698972,-0.13204890028343833,0.01737300239355749,-0.03264108432441204,-0.009015733171509777,-0.09960707860292088,-0.22035627562520776,0.08158284003029986,0.02203080688532626,0.07819165713636927,0.009015733171509777,0.09960707860292088,0.22035627562520776,0.08158284003029986,0.014403602169712443,0.10161099247759149,0.0,3,0.3,0,13,0.08628227568527919,10.20588867678607,0.04544272968390274,102.40016641882077,0.11655139848905485,0.0,0,0,0,0
0.07,0.0,1,1,1,1,1,1,1,1,0.05340301296805755,0.0,0.04271266212113687,0.7852440156100309,0.0,0.6278253066098166,-0.0017850000981587352,5.3794616122026696e-06,0.3051466032660775,-0.008444595807596477,0.005702206688412925,0.0008740382856945557,0.18241963413389822,0.13206010639898136,0.017384729013806915,0.18241381790813752,-0.1317358499805264,0.0182395718026358,-0.18346292331110942,0.1319854498487852,0.01738226308905977,-0.1833623116223977,-0.13206231875198143,0.017381404983074333,-0.03258912908216456,-0.010850158791352123,-0.096028002445392,-0.03476956886969725,0.09956378177800332,0.05629187185425344,0.08599214205022211,0.010850158791352123,0.096028002445392,0.03476956886969725,0.09956378177800332,0.01357920973311657,0.1104215105746908,0.0,3,0.3,0,13,0.10397930700713623,12.238716873813551,0.046888077250132915,115.40888011733873,0.10624180286097185,0.0,0,0,0,0
0.08,0.0,1,1,1,1,1,1,1,1,0.06125492605797953,0.0,0.048989228964470284,0.7851913089921981,0.0,0.6276566843333414,-0.002102887836384476,-0.00012074971592679928,0.3042209628750517,-0.008386580862585495,0.006562298581207715,0.0012382492358264127,0.18232560416956742,0.13205555131856345,0.01739344122597028,0.1823162573456577,-0.1316901917550041,0.01838599500319804,-0.1835344718334222,0.13197309557653894,0.017390577266765933,-0.18343605921758782,-0.1320747074342767,0.01738980720194605,-0.029869870108040496,-0.012420053686415385,-0.0897054986037294,-0.009586281213879716,0.07607658149709573,0.028383696981346376,0.09112479616602003,0.012420053686415385,0.0897054986037294,0.009586281213879716,0.07607658149709573,0.02060553198312391,0.12415038183555932,0.0,3,0.3,0,13,0.11541361970161375,15.74285427044794,0.05172128561563973,111.44959578131503,0.0955240218281935,0.0,0,0,0,0
0.09,0.0,1,1,1,1,1,1,1,1,0.06910623458651093,0.0,0.055263861796927174,0.7851308528531393,0.0,0.627463283245689,-0.0023900372978785593,-0.0002454841523755471,0.3033554858824285,-0.008095994456567446,0.007335148396133473,0.0017003841727260642,0.1822372679542557,0.1320536403300977,0.017402009882898223,0.1822241946960719,-0.13164301366029238,0.018531592190742685,-0.18360033954741842,0.13195883806576883,0.017398793892512615,-0.18350383612665813,-0.13208904635885915,0.017398128912612304,-0.026361917505615926,-0.011472947274394029,-0.0832918123442598,0.025520067707855556,0.07233438265853456,0.05864642134778736,0.09546815209212685,0.011472947274394029,0.0832918123442598,0.025520067707855556,0.07233438265853456,0.003382559550860184,0.11032365891738107,0.0,3,0.3,0,13,0.11086961704581852,16.59059991166881,0.0484810322653056,118.40051099494436,0.09021051696515109,0.0,0,0,0,0
0.1,0.0,1,1,1,1,1,1,1,1,0.07695686106440629,0.0,0.06153631290674721,0.7850626477895362,0.0,0.6272451109820033,-0.002634829549169182,-0.00037870019847450505,0.30257438378167817,-0.0076736219707383875,0.008058086039119061,0.00219901448236693,0.18215980733745496,0.13205032384044332,0.01741039486758031,0.18213805016333223,-0.13159681176834476,0.018676091622566504,-0.18365798969731553,0.13194360566705587,0.017406902733934054,-0.1835643891163152,-0.13210439641299326,0.01740634621719417,-0.01999011644918888,-0.015158086648682066,-0.07516624610804593,0.026070321847188674,0.05402336657413857,0.04984761000197773,0.09694697751359517,0.015158086648682066,0.07516624610804593,0.026070321847188674,0.05402336657413857,0.011688702904769477,0.12379376706704671,0.0,3,0.3,0,13,0.11958573425730239,21.402781026466087,0.05478481621205307,115.01305317577673,0.07852439096816319,0.0,0,0,0,0
