time,trans_flag,des_cont_state_fl,des_cont_state_fr,des_cont_state_rl,des_cont_state_rr,cont_state_fl,cont_state_fr,cont_state_rl,cont_state_rr,vel_cmd_x,vel_cmd_y,vel_cmd_yaw,base_pos_x,base_pos_y,base_pos_z,base_ang_roll,base_ang_pitch,base_ang_yaw,FL_foot_pos_x,FL_foot_pos_y,FL_foot_pos_z,FR_foot_pos_x,FR_foot_pos_y,FR_foot_pos_z,RL_foot_pos_x,RL_foot_pos_y,RL_foot_pos_z,RR_foot_pos_x,RR_foot_pos_y,RR_foot_pos_z,base_vel_x,base_vel_y,base_vel_z,base_vel_roll,base_vel_pitch,base_vel_yaw,x_vel_err,y_vel_err,z_vel_err,roll_vel_err,pitch_vel_err,yaw_vel_err,cmd_err,cont_err,terr_freq,terr_height,failed,gait_id
0.002,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.18299879258108157,0.13204979837857894,0.01732525509966959,0.18299873126666114,-0.13205019373656599,0.017325256725137905,-0.1830003705275704,0.13205008495006126,0.017325255068786988,-0.18300026279432827,-0.1320499150137048,0.017325255146808466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3,0.4,0,0
0.004,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,-3.6936110055408213e-06,-9.352817901359982e-07,0.30999292144802876,-4.1374598376532555e-05,3.665190583390654e-05,-1.236721608035786e-05,0.18299520540665618,0.13204919150837155,0.017326835217507552,0.1829951556472118,-0.13205078989011687,0.017326837870150574,-0.18300155953263966,0.13205022094323463,0.01732683318062861,-0.18300098025888686,-0.13204974905152506,0.01732682927366394,-0.0036933399935252112,-0.0009350345911035166,-0.007078726036681067,-0.041374371730353875,0.03665216167247975,-0.012366457848267346,0.0036933399935252112,0.0009350345911035166,0.007078726036681067,0.041374371730353875,0.03665216167247975,0.012366457848267346,0.016994832432896075,100.0,3,0.4,0,0
0.006,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,-1.4841223943448005e-05,-4.242727407440811e-06,0.3099718541895212,-0.00018637882659961814,0.00014109615985846702,-4.60189742078187e-05,0.18298927550343277,0.13204823270230814,0.017328428295268927,0.18298963039303184,-0.1320517325893829,0.017328426582533696,-0.1830036737751127,0.1320503404157219,0.017328409702337705,-0.18300204190262967,-0.13204959698150734,0.01732840305983349,-0.0074519189329639544,-0.002369899414286219,-0.013990200054757922,-0.10362692420027264,0.06779552265556497,-0.021274399371630993,0.0074519189329639544,0.002369899414286219,0.013990200054757922,0.10362692420027264,0.06779552265556497,0.021274399371630993,0.031096217718881165,100.0,3,0.4,0,0
0.008,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,-3.341253246656814e-05,-1.0267635148025335e-05,0.3099374338278104,-0.0004578882662555741,0.0003053876447782766,-9.300614347448358e-05,0.18298129233639363,0.1320470477036869,0.017330037523173053,0.1829823113152702,-0.13205289537987644,0.017330026191469977,-0.18300673679898685,0.13205037808417627,0.017329984525299463,-0.18300371562275455,-0.13204951781182253,0.017329977652440015,-0.011110726721697842,-0.0036444205234742837,-0.020436720085740295,-0.16787233874830745,0.09651017821130692,-0.02566122265932567,0.011110726721697842,0.0036444205234742837,0.020436720085740295,0.16787233874830745,0.09651017821130692,0.02566122265932567,0.0404163699044978,100.0,3,0.4,0,0
0.01,0.0,1,1,1,1,1,1,1,0,0.0,0.0,0.0,-5.90465904008091e-05,-1.8657767532156112e-05,0.3098898905289566,-0.0008031809424401691,0.0005147789981228001,-0.00014515705655478896,0.18297158363921537,0.13204574850305134,0.017331662671949355,0.1829731755360483,-0.1320541655069844,0.017331639218919143,-0.18301073607449006,0.13205037426557104,0.01733156011641329,-0.18300637445280135,-0.13204947767510727,0.017331552392015948,-0.014502105097671405,-0.00471771254885476,-0.027122910576251498,-0.17739930379656343,0.11291388957229982,-0.026355813260488355,0.014502105097671405,0.00471771254885476,0.027122910576251498,0.17739930379656343,0.11291388957229982,0.026355813260488355,0.045575630907014525,25.0,3,0.4,0,0
0.012,0.0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,-9.083081519876699e-05,-2.8188290866707353e-05,0.30982820347393036,-0.0011516053268156674,0.0007560796424121996,-0.00020000910246734498,0.18296040426528978,0.13204451365532793,0.017333303650380605,0.18296270576845064,-0.13205537202775075,0.017333265677234228,-0.18301572736443478,0.13205027840066064,0.017333135859721183,-0.18300999583033686,-0.13204953685675874,0.01733312992260641,-0.01724036774108059,-0.004756752997460373,-0.034593957163174795,-0.1709904187997737,0.12844075878294184,-0.028256872127196644,0.01724036774108059,0.004756752997460373,0.034593957163174795,0.1709904187997737,0.12844075878294184,0.028256872127196644,0.050253992865737604,0.0,3,0.4,0,0
0.014,0.0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,-0.00012725069675170633,-3.814599954336994e-05,0.3097535458990468,-0.001494007838251592,0.0010140525739210648,-0.0002466575497485753,0.18294805120969065,0.1320434534431941,0.01733495888221681,0.18295138946733458,-0.13205641754058478,0.01733489743918004,-0.18302166273380124,0.1320498925587648,0.017334715918617627,-0.18301451767792445,-0.1320498864499023,0.017334708615082794,-0.01911047837402735,-0.005109379945205686,-0.040109241395288465,-0.1713721472203631,0.1295918990314166,-0.018050120429898092,0.01911047837402735,0.005109379945205686,0.040109241395288465,0.1713721472203631,0.1295918990314166,0.018050120429898092,0.04226997874913113,0.0,3,0.4,0,0
0.016,0.0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,-0.00016740797467461492,-4.8907539366772367e-05,0.30966835392591585,-0.0018159302602047804,0.001275468826821946,-0.000272724249094809,0.18293450837475617,0.13204253907888838,0.01733662548253531,0.18293934536869072,-0.13205731738371734,0.017336536317624718,-0.18302857153301036,0.1320491575845647,0.017336301821563066,-0.18301984091833537,-0.13205059001552427,0.017336288721207543,-0.020945789390295438,-0.005520720298245702,-0.04514666167842461,-0.15052183054764506,0.1318657187570249,-0.0075807989992839175,0.020945789390295438,0.005520720298245702,0.04514666167842461,0.15052183054764506,0.1318657187570249,0.0075807989992839175,0.03404730868782506,0.0,3,0.4,0,0
0.018000000000000002,0.0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,-0.0002112416213596118,-6.127400282499444e-05,0.30957320590103743,-0.002141351813267334,0.0015397332187745416,-0.00027793270869735194,0.18292003443064192,0.13204168249994663,0.017338303092877122,0.1829265073034486,-0.1320581555502832,0.01733818345168303,-0.18303641069680876,0.13204814298504033,0.017337894202029858,-0.18302615412004156,-0.13205157097637324,0.017337872126477888,-0.02274982198350956,-0.00666860203813064,-0.05008769793108644,-0.17489377431633876,0.13240670160170015,0.002892106329620823,0.02274982198350956,0.00666860203813064,0.05008769793108644,0.17489377431633876,0.13240670160170015,0.002892106329620823,0.032310530351261024,0.0,3,0.4,0,0
0.02,0.0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,-0.00025863086644336994,-7.543928589948858e-05,0.30946815125665295,-0.002446372050998207,0.0018001963158045253,-0.00026912083980180375,0.18290486646771,0.1320407727215532,0.01733998860525854,0.1829128609462168,-0.13205904843383948,0.017339840752643304,-0.183045301920491,0.13204695330875982,0.017339493959831837,-0.1830336964398615,-0.13205272623884962,0.01733946047359,-0.024459396860895394,-0.007267674485796977,-0.05507849424332359,-0.13014167049535738,0.12803473379999236,0.006522353882805976,0.024459396860895394,0.007267674485796977,0.05507849424332359,0.13014167049535738,0.12803473379999236,0.006522353882805976,0.03824942522949835,0.0,3,0.4,0,0
