time,trans_flag,des_cont_state_fl,des_cont_state_fr,des_cont_state_rl,des_cont_state_rr,cont_state_fl,cont_state_fr,cont_state_rl,cont_state_rr,vel_cmd_x,vel_cmd_y,vel_cmd_yaw,acc_cmd_x,acc_cmd_y,acc_cmd_yaw,base_pos_x,base_pos_y,base_pos_z,base_ang_roll,base_ang_pitch,base_ang_yaw,FL_foot_pos_x,FL_foot_pos_y,FL_foot_pos_z,FR_foot_pos_x,FR_foot_pos_y,FR_foot_pos_z,RL_foot_pos_x,RL_foot_pos_y,RL_foot_pos_z,RR_foot_pos_x,RR_foot_pos_y,RR_foot_pos_z,base_vel_x,base_vel_y,base_vel_z,base_vel_roll,base_vel_pitch,base_vel_yaw,x_vel_err,y_vel_err,z_vel_err,roll_vel_err,pitch_vel_err,yaw_vel_err,cmd_err,cont_err,terr_freq,terr_height,failed,gait_id,base,CoT,musculoskeletal,foot_force,MWE,WEXT,stability,FL_stride_t,FR_stride_t,RL_stride_t,RR_stride_t
0.11,0.0,1,0,0,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0006862452032774127,0.0007309852764217351,0.30255502812529317,-0.005147284861660258,0.004396616557402311,-0.0007533257278155728,0.18217587211067185,0.13206313481518384,0.017415514984688157,0.1740915065890705,-0.13390185685753414,0.06593242896629443,-0.17503101228231144,0.13119536015043667,0.05843037939196609,-0.18625017708943217,-0.1321007958220923,0.017424910438568558,-0.04249015607097235,0.004519752408166808,0.054285713763303656,-0.5801026796737913,0.40901245041415096,0.0054818422424510425,0.04249015607097235,0.004519752408166808,0.054285713763303656,0.5801026796737913,0.40901245041415096,0.0054818422424510425,0.052491750721590194,0.0,3,0.2,0,4,0.056760471182765115,0.0,0.07908063475643451,82.53856758592623,0.2563267386136988,34.8688924491306,0.0,0,0,0,0
0.12,0.0,1,0,0,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.00019801099628921235,0.0007688185788687194,0.3031974880992485,-0.010515137835648421,0.009059173174147395,-0.0006180312132408339,0.18210589529120605,0.13206701239314,0.0174234481153224,0.17507386269124248,-0.1343915883609631,0.052029142957571134,-0.1738247973721701,0.12988239259089981,0.04678909455255431,-0.1861604375882289,-0.13210018113011535,0.01743500145167748,-0.054303787402543144,0.002440165618329654,0.06832680507296338,-0.44590813849355043,0.5272063207205276,0.044298192609669954,0.054303787402543144,0.002440165618329654,0.06832680507296338,0.44590813849355043,0.5272063207205276,0.044298192609669954,0.10104214563054276,0.0,3,0.2,0,4,0.07464153638992822,0.0,0.08468837591829578,54.08764025906059,0.0880033504050386,35.018118034510216,0.0,0,0,0,0
0.13,0.0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.00014411566402588685,0.000831592250881519,0.3033123896448724,-0.013807933389976048,0.012787678837361094,-0.00015465818187621448,0.18248661631998778,0.13070522547365018,0.02661459696500132,0.17201355284363648,-0.1347436853837952,0.03770295067942811,-0.17573320285290606,0.12735948031947206,0.032718969725363034,-0.18607707000028462,-0.13150617426404856,0.02295681244429157,-0.011160483259338022,0.007961440910251106,-0.06613319837341154,-0.24683482370128246,0.13154070500966206,0.03799150889415121,0.011160483259338022,0.007961440910251106,0.06613319837341154,0.24683482370128246,0.13154070500966206,0.03799150889415121,0.05711343306374034,50.0,3,0.2,0,4,0.086878938143825,0.0,0.06942251157849197,23.555767887571967,0.36930497627396863,35.16826479644996,50.0,0,0,0,0
0.14,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00020559658828461926,0.0008601588536490971,0.3020285254384178,-0.01615533509544548,0.012690530523602028,0.00011933470980314445,0.18124050868992692,0.1296399051479257,0.038679834134595914,0.16484162685813675,-0.13154699067328365,0.024248703384799036,-0.1786806036523675,0.12531933577774224,0.016984198044945442,-0.18523051751693248,-0.1328731784632891,0.035229218011976426,0.0009701514897586102,0.0044125130829479366,-0.19052353646385875,-0.2017695693478062,-0.10342494889783657,0.016572829252285724,0.0009701514897586102,0.0044125130829479366,0.19052353646385875,0.2017695693478062,0.10342494889783657,0.016572829252285724,0.021955493824992272,0.0,3,0.2,0,4,0.033179691632044817,0.0,0.042274156432050305,0.0,0.6286345163727525,35.46005142527025,0.0,0,0,0,0
0.15,0.0,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001998703562092339,0.0008387407163369012,0.29972097047540286,-0.015878790173497113,0.012824231101535855,0.00024620785007092215,0.17825517331259252,0.12984925406751585,0.05090620075088273,0.16033541260356424,-0.1295122602159471,0.017494001044118107,-0.1791274031897488,0.12512657086215637,0.015366970788169426,-0.18375375268858796,-0.13573737556309434,0.04806997374462721,-0.0006531064161587265,-0.004564426602408795,-0.23682530885751182,0.21440399066260576,0.2416948940344517,0.025912470177247404,0.0006531064161587265,0.004564426602408795,0.23682530885751182,0.21440399066260576,0.2416948940344517,0.025912470177247404,0.031130003195814923,10.0,3,0.2,0,4,0.022971008749345774,0.0,0.04819230114979234,52.37737250480281,0.7891623430802016,35.188898149171244,10.0,0.0,0.0,0.13999999999999999,0.0
0.16,0.0,0,1,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000255085951444426,0.0007592779956079236,0.297610298112444,-0.012383354476334438,0.015740875850583702,0.00032296832345150086,0.1744610635744939,0.1304673663695759,0.05999599787217608,0.1601691225275402,-0.1295172288161085,0.017506562287213367,-0.17921868153663054,0.1251239497278953,0.015382006917373209,-0.18392261052191336,-0.13828081428597735,0.05818304382782585,-0.005200560819620625,9.829958214573314e-05,-0.1836434469554967,0.40017498823197883,0.2613109238994943,0.002880100302335868,0.005200560819620625,9.829958214573314e-05,0.1836434469554967,0.40017498823197883,0.2613109238994943,0.002880100302335868,0.008178960704102227,0.0,3,0.2,0,4,0.017018952415890676,0.0,0.11097148824755129,72.87736003640353,0.22495162593383755,34.505589729968484,0.0,0.0,0.15,0.0,0.0
0.17,0.0,0,1,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00035777519446279885,0.0007491017013554206,0.29601685079603013,-0.0101388913855638,0.018462970985752447,0.0004928717796967796,0.17273731710741358,0.13079076280633392,0.07221850318263577,0.1600387380310937,-0.12951629853441887,0.017516911968930182,-0.17928713900839446,0.12512209779558406,0.01539633642535107,-0.18493995212155803,-0.13899798827390278,0.06982615252669196,-0.009675057645655388,-9.273769296016111e-05,-0.1375508820776972,0.1528984186982625,0.32828115562678184,0.03279919511218243,0.009675057645655388,9.273769296016111e-05,0.1375508820776972,0.1528984186982625,0.32828115562678184,0.03279919511218243,0.04256699045079798,0.0,3,0.2,0,4,0.03174405130442291,0.0,0.10625073232615276,108.74407632794691,0.09458862209523111,34.37178214224193,0.0,0,0,0,0
0.18,0.0,0,1,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004904524384905287,0.0007391729639956853,0.2948852513183942,-0.00788670394698633,0.021991308529758724,0.0006415251914111161,0.17313514728145443,0.13122314924554968,0.0851884294184358,0.15992381968675132,-0.129515835760109,0.017526390471891834,-0.17931470362636895,0.12512093162554003,0.015410081299954609,-0.18616932905396177,-0.14067498734659314,0.07992349844127226,-0.012287363960701587,0.0012622399740168056,-0.08949237527748467,0.22761018146456596,0.35762572274376,0.007063995813502637,0.012287363960701587,0.0012622399740168056,0.08949237527748467,0.22761018146456596,0.35762572274376,0.007063995813502637,0.02061359974822103,0.0,3,0.2,0,4,0.02756106893237295,0.0,0.10495974121875931,68.0222298077159,0.08460794100333813,34.192268416147236,0.0,0,0,0,0
0.19,0.0,0,1,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000632487949917588,0.0007778298530927063,0.29424850091646454,-0.005649874772100477,0.02543907839429349,0.0008343580636697918,0.1756759318169919,0.13195006853991376,0.09723103325663446,0.15984296361020742,-0.12951027541579724,0.01753473147683035,-0.17931366559427936,0.1251206289294217,0.01542373145230791,-0.18663452185665458,-0.1413907590797315,0.08813080781095319,-0.01299075533884874,0.0050901104527233815,-0.038821225327834545,0.1107669598336743,0.3427032788485115,0.03387719237492328,0.01299075533884874,0.0050901104527233815,0.038821225327834545,0.1107669598336743,0.3427032788485115,0.03387719237492328,0.0519580581664954,0.0,3,0.2,0,4,0.04171714575997153,0.0,0.09282277326473823,97.02377993073162,0.1487659158179448,34.0190540013622,0.0,0,0,0,0
0.2,0.0,0,1,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007547197158224797,0.000827797001122914,0.294071630172014,-0.005210293345045865,0.028745806874770352,0.0011075222594676883,0.17885661642332637,0.13352180575677666,0.10534921459955157,0.15979628315545935,-0.1295042231057455,0.017542310285742047,-0.17928920644517346,0.12512051533330154,0.015437487721588872,-0.18634701162267248,-0.1414888123950037,0.09362078986000032,-0.009659363692851496,0.005842864988359014,0.0007036601754345531,0.05736428597026295,0.29047519841740804,0.016386711509768462,0.009659363692851496,0.005842864988359014,0.0007036601754345531,0.05736428597026295,0.29047519841740804,0.016386711509768462,0.03188894019097897,0.0,3,0.2,0,4,0.04393481024893705,0.0,0.08940797611124636,59.429485344269054,0.14972762067147238,33.861484220067005,0.0,0,0,0,0
