Velocity,CV
0.235,7.25028486589021
0.705,12.9254264584499
1.175,15.1761751219666
1.645,9.54586791971954
2.115,9.31874722940139
2.585,11.3403258137465
3.055,8.179188246095
3.525,1.77114396765698
3.995,5.2659729139259
