time,trans_flag,des_cont_state_fl,des_cont_state_fr,des_cont_state_rl,des_cont_state_rr,cont_state_fl,cont_state_fr,cont_state_rl,cont_state_rr,vel_cmd_x,vel_cmd_y,vel_cmd_yaw,base_vel_x,base_vel_y,base_vel_z,base_vel_roll,base_vel_pitch,base_vel_yaw,gait_id,base,CoT,musculoskeletal,foot_force,MWE,WEXT,stability,FL_stride_t,FR_stride_t,RL_stride_t,RR_stride_t
0.012000000000000455,0.0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0007094332236310284,-0.0034418540722793646,-0.003924043283479143,0.006599841173738238,0.005600882228463885,-0.009907167404890053,0,0.0028116909401600895,0.0,0.01671756628787879,29.789999999999992,4.780641113876183,6.6842952247969505,0.0,0,0,0,0
0.02199999999999136,0.0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,7.521467270874414e-05,-0.0015003681582119982,-0.004472269213832549,0.0005765764065764599,0.005060565847661595,0.0024041164282787063,0,0.008603448031125917,0.0,0.08301769986889343,149.15443313415997,0.006766803902678618,33.415672324834986,0.0,0,0,0,0
0.03000000000002956,0.0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.002930719974461152,-0.0024453746407885222,0.039419758491023825,0.003658416585190003,0.014783256985546942,0.0054575772200975495,0,0.01153831793041092,0.0,0.14211638090291268,150.32945758431578,0.054053087254296736,33.4332200753153,0.0,0,0,0,0
0.040000000000020464,0.0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,-0.01405771009663237,-0.002229919871145073,0.07974769870050387,0.07187228198359626,0.08445621974702873,0.013907070872236412,0,0.013909911198503665,0.0,0.17103735108566887,163.84829595454772,0.10665723706569125,33.54323967118076,0.0,0,0,0,0
0.05200000000002092,0.0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,-0.012362012937863869,-0.003724113911991718,0.06645893664161177,0.07264043906172152,0.07608236262190848,0.053771239709643495,0,0.05910606421347113,0.0,0.15098419295100154,173.73206549351926,0.025102980033477423,33.61483403081027,0.0,0,0,0,0
0.060000000000002274,0.0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.010692575461143774,-0.003889060313405931,0.0735655082418289,0.02937566801100875,0.07675749807780077,0.06089367525748701,0,0.06821297753326443,0.0,0.15631877115590675,158.68243421218637,0.07835065386192268,33.68317457257497,0.0,0,0,0,0
0.07200000000000273,0.0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.024042330826947733,0.0025965687084409223,0.07514750064873175,0.05392760173773121,0.07331381598291664,0.035161112750789085,0,0.0718332723065552,0.0,0.16437907307413352,155.03191404215698,0.0967689420319352,33.776151509554595,0.0,0,0,0,0
0.08199999999999363,0.0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.022808037360776977,-0.0008271924932635201,0.06653339748592622,-0.021305699688362028,0.06616379313076937,0.0074334342863078134,0,0.04015589287667776,0.0,0.15497006100641356,153.1778759253275,0.06029960493952563,33.82142481016362,0.0,0,0,0,0
0.08999999999997499,0.0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.02537854633979033,-0.0016408195728925582,0.0603989220406184,-0.02836292261321391,0.0689806701839625,-0.007321036561697976,0,0.030267964029624228,0.0,0.15227115718193532,146.55175185341787,0.06446428935931418,33.87931976891245,0.0,0,0,0,0
0.10000000000002274,0.0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.03522556170995871,-0.002750760250894618,0.05920178215668014,0.006724276025251649,0.09094766304895816,-0.024476449245015842,0,0.055751990756983096,0.0,0.1541984795662841,148.20535306817587,0.052643807964947276,33.950996989520284,0.0,0,0,0,0
